work_order_id,equipment_id,customer_id,technician_id,maintenance_type,priority,source_signal_id,scheduled_date,actual_start,actual_completion,downtime_hours,sla_target_hours,labor_hours,total_cost,warranty_flag,status,root_cause,follow_up_required
3687,197,8,5,Preventive,Routine,,2022-01-23,2022-01-23 08:54:24.449990,2022-01-23 17:06:24.449990,8.2,6,3.3,16896.0,True,Completed,,False
3688,197,8,9,Preventive,Routine,,2022-05-09,2022-05-09 08:47:13.073048,2022-05-09 13:35:13.073048,4.8,6,2.2,3930.0,True,Completed,,False
3689,197,8,9,Corrective,Critical,,2022-08-28,2022-08-28 09:10:50.872043,2022-08-30 15:34:50.872043,54.4,6,30.4,269952.0,True,Completed,Contamination in fluid system,False
3690,197,8,21,Preventive,Routine,,2022-12-09,2022-12-09 10:01:14.427382,2022-12-09 14:31:14.427382,4.5,6,3.3,4470.0,False,Completed,,False
3691,197,8,9,Corrective,High,,2023-04-07,2023-04-07 13:06:34.291634,2023-04-08 22:12:34.291634,33.1,6,13.8,203979.0,False,Completed,Wear beyond tolerance,False
3692,197,8,9,Preventive,Routine,,2023-07-27,2023-07-27 12:23:28.097308,2023-07-27 23:11:28.097308,10.8,6,6.6,198180.0,False,Completed,,False
3693,197,8,5,Corrective,High,,2023-11-23,2023-11-23 10:44:24.083160,2023-11-24 04:50:24.083160,18.1,6,9.6,82668.0,False,Completed,Fatigue failure,False
3694,197,8,13,Inspection,Routine,,2024-03-10,2024-03-10 13:16:50.197991,2024-03-10 15:22:50.197991,2.1,6,1.1,239028.0,False,Completed,,False
3695,197,8,17,Preventive,Routine,,2024-06-25,2024-06-25 10:47:51.609453,2024-06-25 17:17:51.609453,6.5,6,3.2,4452.0,False,Completed,,False
3696,197,8,5,Preventive,Routine,,2024-10-07,2024-10-07 11:22:18.261658,2024-10-07 15:58:18.261658,4.6,6,3.1,35898.0,False,Completed,,False
3697,197,8,1,Corrective,Critical,,2025-01-31,2025-01-31 11:58:26.410732,2025-02-03 05:16:26.410732,65.3,6,26.9,123573.0,False,Completed,Overheating due to blocked cooling path,False
3698,197,8,21,Preventive,Routine,,2025-05-11,2025-05-11 11:37:59.494933,2025-05-11 22:13:59.494933,10.6,6,5.1,5250.0,False,Completed,,False
3699,197,8,17,Preventive,Routine,,2025-09-03,2025-09-03 12:18:42.628858,2025-09-03 16:36:42.628858,4.3,6,2.6,167706.0,False,Completed,,False
3700,197,8,13,Preventive,Routine,,2025-12-29,2025-12-29 10:05:42.420055,2025-12-29 14:59:42.420055,4.9,6,2.8,33564.0,False,Completed,,False
3701,197,8,5,Corrective,Critical,,2026-05-02,2026-05-02 10:34:44.129609,2026-05-04 09:34:44.129609,47.0,6,25.8,262284.0,False,Completed,Overheating due to blocked cooling path,False
3702,198,8,1,Preventive,Routine,,2025-04-22,2025-04-22 08:42:56.795415,2025-04-22 13:30:56.795415,4.8,6,2.2,1365.0,True,Completed,,False
3703,198,8,13,Inspection,Routine,,2025-07-26,2025-07-26 09:19:39.906330,2025-07-26 13:07:39.906330,3.8,6,2.0,90363.0,True,Completed,,False
3704,198,8,17,Corrective,Routine,,2025-11-03,2025-11-03 11:04:01.468400,2025-11-04 02:04:01.468400,15.0,6,6.3,125337.0,True,Completed,Operator-reported abnormal noise confirmed on inspection,False
3705,198,8,21,Preventive,Routine,,2026-02-15,2026-02-15 11:35:51.459048,2026-02-15 16:05:51.459048,4.5,6,2.9,83286.0,True,Completed,,False
3706,198,8,9,Preventive,Routine,,2026-06-07,2026-06-07 09:19:47.003739,2026-06-07 17:19:47.003739,8.0,6,4.5,17112.0,True,Completed,,False
3707,199,8,21,Inspection,Routine,,2024-07-14,2024-07-14 13:56:24.940428,2024-07-14 17:50:24.940428,3.9,6,2.1,214641.0,False,Completed,,False
3708,199,8,1,Preventive,Routine,,2024-10-24,2024-10-24 10:19:35.947831,2024-10-24 21:07:35.947831,10.8,6,5.2,5895.0,False,Completed,,False
3709,199,8,13,Preventive,Routine,,2025-02-23,2025-02-23 10:29:12.929982,2025-02-23 18:53:12.929982,8.4,6,3.8,81054.0,True,Completed,,False
3710,199,8,5,Inspection,Routine,,2025-06-16,2025-06-16 12:57:26.004158,2025-06-16 14:51:26.004158,1.9,6,0.9,2328.0,True,Completed,,False
3711,199,8,1,Inspection,Routine,,2025-10-10,2025-10-10 08:23:54.233518,2025-10-10 09:47:54.233518,1.4,6,0.6,20856.0,True,Completed,,False
3712,199,8,13,Preventive,Routine,,2026-02-09,2026-02-09 10:15:51.880291,2026-02-09 15:15:51.880291,5.0,6,3.3,49842.0,False,Completed,,False
3713,199,8,9,Corrective,High,,2026-05-24,2026-05-24 10:37:39.774279,2026-05-25 13:07:39.774279,26.5,6,17.8,279654.0,False,Completed,Wear beyond tolerance,False
3714,200,8,17,Preventive,Routine,,2023-11-21,2023-11-21 09:30:44.690314,2023-11-21 18:42:44.690314,9.2,6,4.4,11280.0,True,Completed,,False
3715,200,8,1,Preventive,Routine,,2024-02-14,2024-02-14 10:22:13.617475,2024-02-14 18:16:13.617475,7.9,6,3.4,102870.0,False,Completed,,False
3716,200,8,17,Corrective,Critical,,2024-04-25,2024-04-25 13:09:55.931144,2024-04-27 13:27:55.931144,48.3,6,24.2,201006.0,False,Completed,Contamination in fluid system,False
3717,200,8,17,Inspection,Routine,,2024-07-08,2024-07-08 13:15:26.860852,2024-07-08 16:45:26.860852,3.5,6,2.3,35754.0,True,Completed,,False
3718,200,8,1,Preventive,Routine,,2024-09-27,2024-09-27 12:30:39.186790,2024-09-27 21:48:39.186790,9.3,6,6.9,286242.0,True,Completed,,False
3719,200,8,17,Inspection,Routine,,2024-12-09,2024-12-09 08:03:55.122948,2024-12-09 09:27:55.122948,1.4,6,0.8,29214.0,True,Completed,,False
3720,200,8,1,Corrective,High,,2025-02-17,2025-02-17 11:43:10.410671,2025-02-18 17:07:10.410671,29.4,6,18.4,11862.0,False,Completed,Overheating due to blocked cooling path,True
3721,200,8,13,Preventive,Routine,,2025-05-02,2025-05-02 12:57:24.081268,2025-05-03 00:45:24.081268,11.8,6,6.0,19776.0,True,Completed,,False
3722,200,8,21,Preventive,Routine,,2025-07-30,2025-07-30 10:39:42.645406,2025-07-30 20:57:42.645406,10.3,6,7.6,37791.0,False,Completed,,False
3723,200,8,21,Preventive,Routine,,2025-10-25,2025-10-25 08:17:47.311529,2025-10-25 13:23:47.311529,5.1,6,2.7,16446.0,False,Completed,,False
3724,200,8,5,Inspection,Routine,,2026-01-20,2026-01-20 08:42:03.447187,2026-01-20 10:42:03.447187,2.0,6,1.2,25524.0,False,Completed,,False
3725,200,8,21,Preventive,Routine,,2026-04-06,2026-04-06 13:14:51.098345,2026-04-06 19:38:51.098345,6.4,6,4.7,4380.0,False,Completed,,False
3726,200,8,17,Preventive,Routine,,2026-07-07,2026-07-07 08:36:35.510800,2026-07-07 14:12:35.510800,5.6,6,3.4,375672.0,False,Completed,,False
3727,201,8,1,Preventive,Routine,,2021-08-16,2021-08-16 08:16:26.762159,2021-08-16 17:04:26.762159,8.8,6,6.1,110082.0,True,Completed,,False
3728,201,8,9,Corrective,High,,2021-11-14,2021-11-14 10:08:03.272703,2021-11-15 00:44:03.272703,14.6,6,7.8,132048.0,False,Completed,Fatigue failure,False
3729,201,8,9,Preventive,Routine,,2022-02-25,2022-02-25 10:23:59.641020,2022-02-25 21:59:59.641020,11.6,6,7.5,15486.0,True,Completed,,False
3730,201,8,5,Preventive,Routine,,2022-06-04,2022-06-04 10:27:12.011010,2022-06-04 21:57:12.011010,11.5,6,7.6,100377.0,True,Completed,,False
3731,201,8,9,Preventive,Routine,,2022-09-11,2022-09-11 12:20:14.064387,2022-09-11 17:08:14.064387,4.8,6,2.0,53940.0,True,Completed,,False
3732,201,8,17,Corrective,High,,2022-12-14,2022-12-14 10:55:23.901611,2022-12-15 03:13:23.901611,16.3,6,8.2,84525.0,False,Completed,Contamination in fluid system,False
3733,201,8,5,Preventive,Routine,,2023-03-22,2023-03-22 11:23:59.011911,2023-03-22 17:23:59.011911,6.0,6,3.2,21894.0,True,Completed,,False
3734,201,8,13,Corrective,High,,2023-06-26,2023-06-26 12:51:18.127184,2023-06-27 12:39:18.127184,23.8,6,12.3,7857.0,True,Completed,Fatigue failure,True
3735,201,8,13,Preventive,Routine,,2023-09-17,2023-09-17 09:15:30.561331,2023-09-17 17:15:30.561331,8.0,6,5.8,91104.0,False,Completed,,False
3736,201,8,13,Corrective,High,,2023-12-15,2023-12-15 11:33:41.571624,2023-12-16 14:51:41.571624,27.3,6,15.9,72174.0,False,Completed,Contamination in fluid system,False
3737,201,8,1,Corrective,Routine,,2024-03-12,2024-03-12 11:30:55.681825,2024-03-12 21:12:55.681825,9.7,6,6.6,4551.0,False,Completed,Contamination in fluid system,False
3738,201,8,9,Preventive,Routine,,2024-06-07,2024-06-07 10:40:16.804617,2024-06-07 20:28:16.804617,9.8,6,6.0,233640.0,False,Completed,,False
3739,201,8,5,Corrective,Critical,,2024-09-18,2024-09-18 10:22:41.233164,2024-09-21 01:16:41.233164,62.9,6,46.9,75474.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
3740,201,8,13,Corrective,High,,2024-12-10,2024-12-10 13:04:25.265276,2024-12-11 14:28:25.265276,25.4,6,15.4,196800.0,False,Completed,Wear beyond tolerance,False
3741,201,8,1,Corrective,Routine,,2025-02-28,2025-02-28 10:21:32.152279,2025-02-28 23:45:32.152279,13.4,6,9.3,242670.0,False,Completed,Contamination in fluid system,False
3742,201,8,21,Preventive,Routine,,2025-06-08,2025-06-08 10:36:16.804402,2025-06-08 18:54:16.804402,8.3,6,5.3,27288.0,False,Completed,,False
3743,201,8,21,Preventive,Routine,,2025-09-10,2025-09-10 09:02:45.668511,2025-09-10 14:02:45.668511,5.0,6,3.0,19920.0,False,Completed,,False
3744,201,8,13,Corrective,High,,2025-12-22,2025-12-22 09:54:05.073210,2025-12-23 09:24:05.073210,23.5,6,14.7,141270.0,False,Completed,Fatigue failure,False
3745,201,8,1,Corrective,Critical,,2026-03-26,2026-03-26 12:23:07.097004,2026-03-28 00:53:07.097004,36.5,6,15.4,197028.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
3746,202,8,13,Corrective,High,,2022-11-28,2022-11-28 11:09:00.506337,2022-11-29 08:57:00.506337,21.8,6,14.8,146190.0,False,Completed,Wear beyond tolerance,False
3747,202,8,9,Corrective,High,,2023-03-04,2023-03-04 12:17:55.767965,2023-03-05 16:47:55.767965,28.5,6,16.1,93528.0,True,Completed,Operator-reported abnormal noise confirmed on inspection,True
3748,202,8,21,Corrective,Routine,,2023-06-21,2023-06-21 09:28:30.099619,2023-06-22 03:52:30.099619,18.4,6,7.6,140676.0,True,Completed,Fatigue failure,True
3749,202,8,9,Preventive,Routine,,2023-09-26,2023-09-26 09:50:31.846011,2023-09-26 14:20:31.846011,4.5,6,2.2,5868.0,True,Completed,,False
3750,202,8,1,Preventive,Routine,,2023-12-30,2023-12-30 08:32:57.079020,2023-12-30 17:32:57.079020,9.0,6,4.8,2802.0,True,Completed,,False
3751,202,8,9,Preventive,Routine,,2024-04-23,2024-04-23 12:39:30.928231,2024-04-23 22:33:30.928231,9.9,6,7.0,274746.0,True,Completed,,False
3752,202,8,13,Corrective,High,,2024-08-07,2024-08-07 10:13:49.090116,2024-08-08 09:13:49.090116,23.0,6,14.2,68904.0,True,Completed,Operator-reported abnormal noise confirmed on inspection,False
3753,202,8,21,Preventive,Routine,,2024-11-28,2024-11-28 13:54:36.554869,2024-11-29 01:18:36.554869,11.4,6,5.4,103344.0,False,Completed,,False
3754,202,8,21,Corrective,Critical,,2025-03-02,2025-03-02 08:05:12.471042,2025-03-04 00:59:12.471042,40.9,6,29.4,170934.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
3755,202,8,13,Preventive,Routine,,2025-06-05,2025-06-05 09:28:27.607306,2025-06-05 14:40:27.607306,5.2,6,2.1,249468.0,False,Completed,,False
3756,202,8,13,Preventive,Routine,,2025-09-15,2025-09-15 10:02:07.635379,2025-09-15 20:20:07.635379,10.3,6,6.9,5118.0,False,Completed,,False
3757,202,8,17,Inspection,Routine,,2025-12-20,2025-12-20 13:24:52.379390,2025-12-20 15:06:52.379390,1.7,6,1.1,35424.0,False,Completed,,False
3758,202,8,13,Preventive,Routine,,2026-04-03,2026-04-03 13:06:48.289520,2026-04-03 19:42:48.289520,6.6,6,3.5,14082.0,False,Completed,,False
3759,202,8,9,Preventive,Routine,,2026-07-07,2026-07-07 10:19:58.162576,2026-07-07 22:13:58.162576,11.9,6,6.5,15306.0,False,Completed,,False
3760,203,8,9,Preventive,Routine,,2024-10-07,2024-10-07 08:35:18.624650,2024-10-07 13:23:18.624650,4.8,6,3.2,64302.0,False,Completed,,False
3761,203,8,5,Preventive,Routine,,2025-01-13,2025-01-13 09:08:16.161011,2025-01-13 14:26:16.161011,5.3,6,3.4,16914.0,True,Completed,,False
3762,203,8,13,Preventive,Routine,,2025-04-25,2025-04-25 10:24:17.366546,2025-04-25 22:18:17.366546,11.9,6,6.9,4776.0,True,Completed,,False
3763,203,8,1,Preventive,Routine,,2025-08-18,2025-08-18 11:45:55.171535,2025-08-18 16:03:55.171535,4.3,6,1.8,21984.0,False,Completed,,False
3764,203,8,5,Preventive,Routine,,2025-11-22,2025-11-22 13:29:54.364949,2025-11-22 18:59:54.364949,5.5,6,3.9,48582.0,True,Completed,,False
3765,203,8,1,Preventive,Routine,,2026-02-25,2026-02-25 11:27:57.808736,2026-02-25 17:33:57.808736,6.1,6,4.3,18387.0,True,Completed,,False
3766,203,8,9,Preventive,Routine,,2026-06-03,2026-06-03 13:06:54.028478,2026-06-03 20:18:54.028478,7.2,6,3.8,4218.0,True,Completed,,False
3767,204,8,1,Inspection,Routine,,2021-06-15,2021-06-15 12:33:16.836665,2021-06-15 13:39:16.836665,1.1,6,0.6,18804.0,False,Completed,,False
3768,204,8,21,Preventive,Routine,,2021-09-30,2021-09-30 09:03:45.350266,2021-09-30 17:39:45.350266,8.6,6,6.0,50328.0,False,Completed,,False
3769,204,8,13,Corrective,Routine,,2022-01-01,2022-01-01 11:22:11.025681,2022-01-02 02:58:11.025681,15.6,6,11.2,373599.0,False,Completed,Contamination in fluid system,False
3770,204,8,9,Preventive,Routine,,2022-04-08,2022-04-08 10:13:30.981266,2022-04-08 20:07:30.981266,9.9,6,5.7,154470.0,True,Completed,,False
3771,204,8,13,Preventive,Routine,,2022-07-30,2022-07-30 11:33:31.691528,2022-07-30 21:51:31.691528,10.3,6,7.2,221316.0,True,Completed,,False
3772,204,8,13,Preventive,Routine,,2022-11-09,2022-11-09 12:16:06.954425,2022-11-09 23:58:06.954425,11.7,6,6.3,99174.0,True,Completed,,False
3773,204,8,13,Preventive,Routine,,2023-02-23,2023-02-23 09:32:42.815823,2023-02-23 17:20:42.815823,7.8,6,4.9,57141.0,False,Completed,,False
3774,204,8,17,Preventive,Routine,,2023-06-10,2023-06-10 11:50:05.002777,2023-06-10 16:20:05.002777,4.5,6,3.0,5442.0,False,Completed,,False
3775,204,8,9,Preventive,Routine,,2023-09-14,2023-09-14 12:39:47.797883,2023-09-14 18:27:47.797883,5.8,6,2.3,1383.0,False,Completed,,False
3776,204,8,1,Preventive,Routine,,2024-01-03,2024-01-03 09:25:49.111027,2024-01-03 20:25:49.111027,11.0,6,5.8,3780.0,False,Completed,,False
3777,204,8,9,Corrective,Routine,,2024-04-22,2024-04-22 09:06:57.684205,2024-04-22 20:06:57.684205,11.0,6,5.5,99372.0,False,Completed,Wear beyond tolerance,False
3778,204,8,17,Inspection,Routine,,2024-07-24,2024-07-24 10:03:41.859534,2024-07-24 13:27:41.859534,3.4,6,1.5,34014.0,False,Completed,,False
3779,204,8,5,Preventive,Routine,,2024-11-15,2024-11-15 08:30:00.909752,2024-11-15 19:06:00.909752,10.6,6,7.4,195474.0,False,Completed,,False
3780,204,8,5,Corrective,High,,2025-02-19,2025-02-19 12:16:41.856389,2025-02-21 00:16:41.856389,36.0,6,19.4,182415.0,False,Completed,Fatigue failure,False
3781,204,8,21,Preventive,Routine,,2025-06-08,2025-06-08 08:10:32.830427,2025-06-08 17:10:32.830427,9.0,6,3.8,16074.0,False,Completed,,False
3782,204,8,17,Preventive,Routine,,2025-09-09,2025-09-09 09:40:16.808535,2025-09-09 14:40:16.808535,5.0,6,3.6,11592.0,False,Completed,,False
3783,204,8,1,Preventive,Routine,,2025-12-30,2025-12-30 09:10:53.219247,2025-12-30 21:04:53.219247,11.9,6,7.4,52974.0,False,Completed,,False
3784,204,8,13,Corrective,Routine,,2026-04-19,2026-04-19 11:55:20.868597,2026-04-20 06:07:20.868597,18.2,6,8.9,101979.0,False,Completed,Overheating due to blocked cooling path,False
3785,205,8,1,Corrective,High,,2021-01-03,2021-01-03 13:42:09.171653,2021-01-04 04:48:09.171653,15.1,6,9.9,201624.0,True,Completed,Overheating due to blocked cooling path,True
3786,205,8,1,Preventive,Routine,,2021-04-01,2021-04-01 11:11:08.125575,2021-04-01 15:29:08.125575,4.3,6,2.5,397626.0,False,Completed,,False
3787,205,8,1,Inspection,Routine,,2021-06-14,2021-06-14 11:10:06.980502,2021-06-14 13:22:06.980502,2.2,6,1.4,215484.0,True,Completed,,False
3788,205,8,13,Preventive,Routine,,2021-08-25,2021-08-25 08:49:30.671356,2021-08-25 19:13:30.671356,10.4,6,4.5,129687.0,True,Completed,,False
3789,205,8,13,Preventive,Routine,,2021-11-17,2021-11-17 12:33:36.904498,2021-11-17 22:09:36.904498,9.6,6,4.5,40368.0,False,Completed,,False
3790,205,8,13,Preventive,Routine,,2022-02-13,2022-02-13 10:09:07.993737,2022-02-13 15:51:07.993737,5.7,6,3.1,141918.0,True,Completed,,False
3791,205,8,1,Corrective,Routine,,2022-05-02,2022-05-02 12:51:29.918613,2022-05-03 07:21:29.918613,18.5,6,12.1,201450.0,True,Completed,Contamination in fluid system,False
3792,205,8,1,Preventive,Routine,,2022-07-18,2022-07-18 10:05:39.999770,2022-07-18 15:53:39.999770,5.8,6,3.3,64890.0,True,Completed,,False
3793,205,8,1,Inspection,Routine,,2022-10-14,2022-10-14 09:35:08.582048,2022-10-14 12:29:08.582048,2.9,6,1.9,6726.0,True,Completed,,False
3794,205,8,21,Corrective,High,,2023-01-01,2023-01-01 10:14:55.272066,2023-01-02 13:50:55.272066,27.6,6,13.1,18660.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,True
3795,205,8,21,Preventive,Routine,,2023-04-03,2023-04-03 11:29:43.048631,2023-04-03 17:53:43.048631,6.4,6,3.9,38094.0,False,Completed,,False
3796,205,8,21,Preventive,Routine,,2023-07-04,2023-07-04 08:39:33.618848,2023-07-04 13:51:33.618848,5.2,6,3.4,143112.0,False,Completed,,False
3797,205,8,21,Preventive,Routine,,2023-09-28,2023-09-28 13:32:32.782010,2023-09-28 19:44:32.782010,6.2,6,2.9,162288.0,False,Completed,,False
3798,205,8,1,Preventive,Routine,,2023-12-12,2023-12-12 10:06:21.302395,2023-12-12 21:06:21.302395,11.0,6,6.6,293484.0,False,Completed,,False
3799,205,8,5,Preventive,Routine,,2024-03-02,2024-03-02 09:52:05.572521,2024-03-02 16:34:05.572521,6.7,6,4.9,291582.0,False,Completed,,False
3800,205,8,1,Inspection,Routine,,2024-05-23,2024-05-23 10:26:18.097080,2024-05-23 12:44:18.097080,2.3,6,1.3,28050.0,False,Completed,,False
3801,205,8,13,Corrective,Routine,,2024-08-19,2024-08-19 11:44:56.302482,2024-08-20 01:38:56.302482,13.9,6,8.9,57690.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
3802,205,8,9,Preventive,Routine,,2024-10-29,2024-10-29 13:12:04.263846,2024-10-29 18:12:04.263846,5.0,6,3.3,54972.0,False,Completed,,False
3803,205,8,1,Corrective,High,,2025-01-11,2025-01-11 11:46:31.679039,2025-01-12 05:58:31.679039,18.2,6,13.2,389976.0,False,Completed,Fatigue failure,False
3804,205,8,13,Preventive,Routine,,2025-04-13,2025-04-13 10:21:06.030380,2025-04-13 21:57:06.030380,11.6,6,6.9,14466.0,False,Completed,,False
3805,205,8,1,Inspection,Routine,,2025-07-09,2025-07-09 13:51:10.957442,2025-07-09 15:51:10.957442,2.0,6,1.2,28944.0,False,Completed,,False
3806,205,8,13,Preventive,Routine,,2025-10-11,2025-10-11 10:56:06.649472,2025-10-11 21:38:06.649472,10.7,6,7.2,10644.0,False,Completed,,False
3807,205,8,21,Preventive,Routine,,2026-01-05,2026-01-05 11:09:47.143076,2026-01-05 23:09:47.143076,12.0,6,8.0,14208.0,False,Completed,,False
3808,205,8,1,Preventive,Routine,,2026-03-23,2026-03-23 11:45:14.627382,2026-03-23 20:27:14.627382,8.7,6,5.8,191652.0,False,Completed,,False
3809,205,8,9,Preventive,Routine,,2026-06-19,2026-06-19 11:09:48.688697,2026-06-19 20:15:48.688697,9.1,6,3.6,471240.0,False,Completed,,False
3810,206,9,4,Corrective,High,,2020-10-26,2020-10-26 12:08:10.220096,2020-10-27 09:32:10.220096,21.4,6,9.2,238662.0,True,Completed,Operator-reported abnormal noise confirmed on inspection,False
3811,206,9,16,Preventive,Routine,,2021-02-01,2021-02-01 11:58:24.315265,2021-02-01 16:22:24.315265,4.4,6,2.2,20916.0,False,Completed,,False
3812,206,9,16,Corrective,Routine,,2021-05-17,2021-05-17 12:43:49.376220,2021-05-18 08:13:49.376220,19.5,6,12.1,113214.0,False,Completed,Wear beyond tolerance,False
3813,206,9,16,Preventive,Routine,,2021-08-30,2021-08-30 13:51:22.330669,2021-08-30 23:21:22.330669,9.5,6,4.7,214026.0,False,Completed,,False
3814,206,9,20,Preventive,Routine,,2021-12-14,2021-12-14 13:04:57.820801,2021-12-14 18:04:57.820801,5.0,6,2.3,41739.0,False,Completed,,False
3815,206,9,4,Preventive,Routine,,2022-03-25,2022-03-25 11:09:28.466386,2022-03-25 17:39:28.466386,6.5,6,2.7,100692.0,True,Completed,,False
3816,206,9,16,Preventive,Routine,,2022-06-28,2022-06-28 11:12:20.473011,2022-06-28 17:54:20.473011,6.7,6,4.9,18438.0,True,Completed,,False
3817,206,9,4,Preventive,Routine,,2022-09-28,2022-09-28 08:16:44.248469,2022-09-28 17:04:44.248469,8.8,6,4.4,1875.0,False,Completed,,False
3818,206,9,12,Preventive,Routine,,2023-01-12,2023-01-12 13:21:04.940349,2023-01-12 21:45:04.940349,8.4,6,4.5,292878.0,False,Completed,,False
3819,206,9,4,Preventive,Routine,,2023-04-16,2023-04-16 11:43:23.435072,2023-04-16 16:25:23.435072,4.7,6,2.2,14247.0,False,Completed,,False
3820,206,9,4,Preventive,Routine,,2023-08-03,2023-08-03 11:02:14.937043,2023-08-03 22:26:14.937043,11.4,6,8.0,20820.0,False,Completed,,False
3821,206,9,16,Preventive,Routine,,2023-11-20,2023-11-20 11:15:04.801773,2023-11-20 22:33:04.801773,11.3,6,7.9,121065.0,False,Completed,,False
3822,206,9,16,Preventive,Routine,,2024-02-21,2024-02-21 12:16:05.203680,2024-02-21 20:16:05.203680,8.0,6,3.7,33726.0,False,Completed,,False
3823,206,9,20,Preventive,Routine,,2024-06-09,2024-06-09 09:26:45.430505,2024-06-09 21:14:45.430505,11.8,6,6.0,168774.0,False,Completed,,False
3824,206,9,12,Corrective,Critical,,2024-09-07,2024-09-07 08:01:12.851401,2024-09-08 13:07:12.851401,29.1,6,20.8,18108.0,False,Completed,Contamination in fluid system,False
3825,206,9,20,Preventive,Routine,,2024-12-15,2024-12-15 08:51:09.513425,2024-12-15 15:45:09.513425,6.9,6,2.9,111102.0,False,Completed,,False
3826,206,9,4,Preventive,Routine,,2025-03-30,2025-03-30 10:07:02.440040,2025-03-30 21:25:02.440040,11.3,6,5.0,189570.0,False,Completed,,False
3827,206,9,16,Preventive,Routine,,2025-06-29,2025-06-29 11:45:18.187762,2025-06-29 18:21:18.187762,6.6,6,3.1,68388.0,False,Completed,,False
3828,206,9,24,Preventive,Routine,,2025-10-02,2025-10-02 13:07:16.935346,2025-10-02 23:37:16.935346,10.5,6,7.3,370218.0,False,Completed,,False
3829,206,9,12,Preventive,Routine,,2026-01-03,2026-01-03 12:00:10.963746,2026-01-03 18:42:10.963746,6.7,6,2.9,4056.0,False,Completed,,False
3830,206,9,24,Preventive,Routine,,2026-04-25,2026-04-25 08:24:27.267956,2026-04-25 14:30:27.267956,6.1,6,3.9,15009.0,False,Completed,,False
3831,207,9,12,Preventive,Routine,,2020-10-02,2020-10-02 09:07:25.728394,2020-10-02 16:25:25.728394,7.3,6,5.2,75150.0,True,Completed,,False
3832,207,9,16,Preventive,Routine,,2021-01-16,2021-01-16 09:17:27.153769,2021-01-16 15:23:27.153769,6.1,6,3.3,13362.0,False,Completed,,False
3833,207,9,16,Corrective,Critical,,2021-05-08,2021-05-08 12:34:13.659805,2021-05-10 03:58:13.659805,39.4,6,21.5,13674.0,False,Completed,Overheating due to blocked cooling path,False
3834,207,9,20,Preventive,Routine,,2021-08-25,2021-08-25 12:07:59.611337,2021-08-25 21:13:59.611337,9.1,6,5.5,20370.0,False,Completed,,False
3835,207,9,12,Corrective,High,,2021-12-06,2021-12-06 11:22:47.527519,2021-12-07 12:52:47.527519,25.5,6,18.7,26451.0,False,Completed,Overheating due to blocked cooling path,False
3836,207,9,12,Preventive,Routine,,2022-03-09,2022-03-09 09:48:31.928823,2022-03-09 14:54:31.928823,5.1,6,2.5,20742.0,True,Completed,,False
3837,207,9,20,Preventive,Routine,,2022-06-09,2022-06-09 12:10:40.013409,2022-06-09 22:58:40.013409,10.8,6,5.4,63615.0,True,Completed,,False
3838,207,9,4,Inspection,Routine,,2022-09-29,2022-09-29 10:28:09.536834,2022-09-29 12:10:09.536834,1.7,6,1.3,16080.0,False,Completed,,False
3839,207,9,4,Inspection,Routine,,2023-01-21,2023-01-21 12:27:28.386316,2023-01-21 13:27:28.386316,1.0,6,0.6,9114.0,False,Completed,,False
3840,207,9,20,Preventive,Routine,,2023-04-24,2023-04-24 11:32:55.538202,2023-04-24 16:50:55.538202,5.3,6,2.8,101280.0,False,Completed,,False
3841,207,9,4,Preventive,Routine,,2023-08-03,2023-08-03 11:53:59.424269,2023-08-03 19:05:59.424269,7.2,6,4.3,73620.0,False,Completed,,False
3842,207,9,16,Preventive,Routine,,2023-11-11,2023-11-11 11:03:21.458300,2023-11-11 22:15:21.458300,11.2,6,6.0,52836.0,False,Completed,,False
3843,207,9,8,Preventive,Routine,,2024-02-21,2024-02-21 12:46:45.820770,2024-02-21 23:40:45.820770,10.9,6,7.9,49302.0,False,Completed,,False
3844,207,9,24,Preventive,Routine,,2024-06-01,2024-06-01 09:35:14.877490,2024-06-01 18:41:14.877490,9.1,6,4.1,2106.0,False,Completed,,False
3845,207,9,8,Corrective,High,,2024-09-08,2024-09-08 08:01:20.957988,2024-09-09 13:19:20.957988,29.3,6,19.0,24852.0,False,Completed,Wear beyond tolerance,False
3846,207,9,16,Preventive,Routine,,2024-12-07,2024-12-07 13:11:59.157911,2024-12-07 20:23:59.157911,7.2,6,2.9,18363.0,False,Completed,,False
3847,207,9,24,Preventive,Routine,,2025-03-24,2025-03-24 12:02:39.979575,2025-03-24 17:08:39.979575,5.1,6,2.3,115326.0,False,Completed,,False
3848,207,9,4,Preventive,Routine,,2025-07-03,2025-07-03 08:54:05.109191,2025-07-03 20:06:05.109191,11.2,6,6.0,288246.0,False,Completed,,False
3849,207,9,12,Preventive,Routine,,2025-10-06,2025-10-06 11:26:46.342101,2025-10-06 20:02:46.342101,8.6,6,5.8,3210.0,False,Completed,,False
3850,207,9,8,Preventive,Routine,,2026-01-04,2026-01-04 13:24:34.459838,2026-01-05 00:24:34.459838,11.0,6,5.9,21696.0,False,Completed,,False
