calendar_id,equipment_id,component_id,event_type,window_start,failure_date,lead_window_days,midpoint,k,false_start_cutoff,false_start_decay_days
818,139,1,Failure,2025-12-12,2025-12-27,15,0.55,10,,
819,139,11,Failure,2026-02-09,2026-02-21,12,0.55,10,,
820,139,4,Failure,2025-06-08,2025-06-22,14,0.5,11,,
821,139,2,Failure,2026-05-19,2026-06-03,15,0.5,10,,
822,139,5,FalseStart,2024-10-16,,8,0.45,12,0.64,8
823,140,5,Failure,2025-10-02,2025-10-11,9,0.45,12,,
824,140,7,Failure,2025-07-05,2025-08-08,34,0.75,12,,
825,140,5,Failure,2024-09-24,2024-09-29,5,0.45,12,,
826,140,1,FalseStart,2026-06-14,,18,0.55,10,0.64,6
827,141,4,Failure,2024-12-05,2024-12-16,11,0.5,11,,
828,141,4,Failure,2026-01-12,2026-01-19,7,0.5,11,,
829,141,4,Failure,2024-12-08,2024-12-21,13,0.5,11,,
830,141,9,Failure,2026-03-26,2026-04-23,28,0.65,9,,
831,141,3,Failure,2024-08-04,2024-08-20,16,0.6,9,,
832,141,1,Failure,2026-04-22,2026-05-03,11,0.55,10,,
833,141,9,FalseStart,2024-07-29,,29,0.65,9,0.47,7
834,141,1,FalseStart,2025-05-02,,10,0.55,10,0.63,6
835,142,8,Failure,2025-06-19,2025-07-19,30,0.7,8,,
836,142,9,Failure,2025-11-06,2025-11-27,21,0.65,9,,
837,142,8,Failure,2025-10-04,2025-10-24,20,0.7,8,,
838,142,11,Failure,2026-03-24,2026-04-05,12,0.55,10,,
839,142,6,FalseStart,2025-02-21,,15,0.6,10,0.48,8
840,143,2,Failure,2025-10-02,2025-10-15,13,0.5,10,,
841,143,10,Failure,2025-01-11,2025-01-28,17,0.6,9,,
842,143,11,Failure,2025-11-05,2025-11-15,10,0.55,10,,
843,143,4,Failure,2025-02-15,2025-02-27,12,0.5,11,,
844,143,9,Failure,2025-02-25,2025-03-20,23,0.65,9,,
845,143,5,FalseStart,2026-05-23,,5,0.45,12,0.48,4
846,143,10,FalseStart,2026-06-04,,16,0.6,9,0.67,8
847,144,1,Failure,2025-08-19,2025-09-03,15,0.55,10,,
848,144,7,Failure,2026-04-27,2026-06-06,40,0.75,12,,
849,144,10,Failure,2025-09-18,2025-10-04,16,0.6,9,,
850,144,5,FalseStart,2026-05-06,,10,0.45,12,0.62,6
851,145,2,Failure,2024-09-02,2024-09-15,13,0.5,10,,
852,145,5,Failure,2025-02-20,2025-02-27,7,0.45,12,,
853,145,7,Failure,2025-03-21,2025-04-26,36,0.75,12,,
854,145,4,FalseStart,2025-05-10,,10,0.5,11,0.72,6
855,146,4,Failure,2026-03-07,2026-03-20,13,0.5,11,,
856,146,2,Failure,2024-11-01,2024-11-11,10,0.5,10,,
857,146,2,Failure,2025-11-01,2025-11-10,9,0.5,10,,
858,146,8,FalseStart,2026-04-06,,26,0.7,8,0.51,7
859,147,6,Failure,2025-08-12,2025-08-28,16,0.6,10,,
860,147,4,Failure,2025-10-31,2025-11-11,11,0.5,11,,
861,147,5,Failure,2026-01-05,2026-01-14,9,0.45,12,,
862,147,12,Failure,2025-04-26,2025-05-04,8,0.5,11,,
863,147,1,Failure,2025-08-14,2025-08-28,14,0.55,10,,
864,147,1,Failure,2026-04-05,2026-04-15,10,0.55,10,,
865,147,5,FalseStart,2026-01-29,,9,0.45,12,0.47,7
866,147,8,FalseStart,2025-12-03,,34,0.7,8,0.43,8
867,148,7,Failure,2024-09-23,2024-10-24,31,0.75,12,,
868,148,1,Failure,2025-06-17,2025-07-05,18,0.55,10,,
869,148,6,Failure,2026-01-29,2026-02-16,18,0.6,10,,
870,148,3,Failure,2025-12-20,2026-01-07,18,0.6,9,,
871,148,4,FalseStart,2024-10-31,,8,0.5,11,0.59,4
872,149,9,Failure,2026-04-24,2026-05-23,29,0.65,9,,
873,149,8,Failure,2026-02-04,2026-03-10,34,0.7,8,,
874,149,12,Failure,2026-03-06,2026-03-17,11,0.5,11,,
875,149,8,Failure,2026-02-25,2026-03-18,21,0.7,8,,
876,149,8,Failure,2025-10-27,2025-11-18,22,0.7,8,,
877,149,8,Failure,2026-05-30,2026-06-26,27,0.7,8,,
878,149,6,FalseStart,2025-06-17,,17,0.6,10,0.63,8
879,149,11,FalseStart,2026-05-11,,8,0.55,10,0.4,5
880,150,3,Failure,2025-06-15,2025-07-03,18,0.6,9,,
881,150,2,Failure,2026-04-22,2026-05-01,9,0.5,10,,
882,150,2,Failure,2025-02-23,2025-03-06,11,0.5,10,,
883,150,8,Failure,2025-06-26,2025-07-17,21,0.7,8,,
884,150,1,Failure,2025-01-31,2025-02-12,12,0.55,10,,
885,150,7,FalseStart,2026-04-29,,30,0.75,12,0.71,6
886,150,9,FalseStart,2026-04-19,,29,0.65,9,0.46,4
887,151,11,Failure,2026-02-05,2026-02-13,8,0.55,10,,
888,151,3,Failure,2025-03-24,2025-04-17,24,0.6,9,,
889,151,4,Failure,2025-09-07,2025-09-16,9,0.5,11,,
890,151,6,Failure,2025-03-11,2025-03-21,10,0.6,10,,
891,151,7,Failure,2025-01-29,2025-03-03,33,0.75,12,,
892,151,8,FalseStart,2025-03-07,,22,0.7,8,0.49,7
893,151,3,FalseStart,2026-04-17,,24,0.6,9,0.65,7
894,152,3,Failure,2024-09-07,2024-09-21,14,0.6,9,,
895,152,4,Failure,2024-11-10,2024-11-23,13,0.5,11,,
896,152,6,Failure,2024-11-05,2024-11-15,10,0.6,10,,
897,152,1,Failure,2026-01-30,2026-02-14,15,0.55,10,,
898,152,4,Failure,2026-03-07,2026-03-16,9,0.5,11,,
899,152,7,Failure,2025-02-02,2025-03-04,30,0.75,12,,
900,152,6,Failure,2026-05-13,2026-05-30,17,0.6,10,,
901,152,8,FalseStart,2025-11-16,,27,0.7,8,0.56,4
902,152,1,FalseStart,2025-08-04,,10,0.55,10,0.45,7
903,153,5,Failure,2026-05-29,2026-06-06,8,0.45,12,,
904,153,2,Failure,2026-05-17,2026-05-30,13,0.5,10,,
905,153,10,FalseStart,2025-07-26,,20,0.6,9,0.69,6
906,155,1,Failure,2025-03-13,2025-03-23,10,0.55,10,,
907,155,10,Failure,2024-12-04,2024-12-25,21,0.6,9,,
908,155,1,Failure,2024-11-28,2024-12-08,10,0.55,10,,
909,155,10,Failure,2024-08-16,2024-09-09,24,0.6,9,,
910,155,7,FalseStart,2025-01-19,,32,0.75,12,0.5,7
911,156,2,Failure,2024-09-19,2024-09-29,10,0.5,10,,
912,156,2,Failure,2025-09-01,2025-09-15,14,0.5,10,,
913,156,2,Failure,2025-08-10,2025-08-19,9,0.5,10,,
914,156,1,FalseStart,2026-03-29,,14,0.55,10,0.41,4
915,157,4,Failure,2025-09-14,2025-09-21,7,0.5,11,,
916,157,10,Failure,2025-08-14,2025-09-07,24,0.6,9,,
917,157,3,Failure,2026-05-20,2026-06-07,18,0.6,9,,
918,157,2,Failure,2025-07-25,2025-08-08,14,0.5,10,,
919,157,11,FalseStart,2024-08-18,,9,0.55,10,0.72,6
920,158,3,Failure,2026-04-28,2026-05-13,15,0.6,9,,
921,158,2,Failure,2025-06-23,2025-07-07,14,0.5,10,,
922,158,8,Failure,2026-01-30,2026-02-22,23,0.7,8,,
923,158,12,Failure,2026-06-09,2026-06-20,11,0.5,11,,
924,158,4,FalseStart,2025-11-14,,11,0.5,11,0.75,6
925,159,2,Failure,2025-11-29,2025-12-13,14,0.5,10,,
926,159,7,Failure,2026-05-11,2026-06-09,29,0.75,12,,
927,159,1,Failure,2025-02-07,2025-02-21,14,0.55,10,,
928,159,3,Failure,2025-08-11,2025-09-03,23,0.6,9,,
929,159,2,Failure,2026-05-23,2026-06-07,15,0.5,10,,
930,159,10,Failure,2025-04-03,2025-04-18,15,0.6,9,,
931,159,2,Failure,2026-01-15,2026-01-26,11,0.5,10,,
932,159,10,FalseStart,2026-03-22,,18,0.6,9,0.53,6
933,159,8,FalseStart,2024-07-10,,23,0.7,8,0.4,6
934,160,5,Failure,2024-10-18,2024-10-27,9,0.45,12,,
935,160,1,Failure,2026-01-27,2026-02-09,13,0.55,10,,
936,160,2,Failure,2026-01-19,2026-02-03,15,0.5,10,,
937,160,11,Failure,2025-06-22,2025-07-06,14,0.55,10,,
938,160,3,Failure,2025-05-26,2025-06-15,20,0.6,9,,
939,160,3,FalseStart,2026-03-25,,25,0.6,9,0.67,8
940,160,2,FalseStart,2026-05-26,,11,0.5,10,0.44,5
941,162,10,Failure,2025-01-24,2025-02-16,23,0.6,9,,
942,162,7,Failure,2026-05-01,2026-06-06,36,0.75,12,,
943,162,1,Failure,2024-08-14,2024-08-25,11,0.55,10,,
944,162,2,Failure,2026-06-09,2026-06-21,12,0.5,10,,
945,162,3,Failure,2025-07-25,2025-08-15,21,0.6,9,,
946,162,11,FalseStart,2024-08-03,,8,0.55,10,0.62,7
947,162,3,FalseStart,2024-09-11,,14,0.6,9,0.61,5
948,163,2,Failure,2024-11-09,2024-11-22,13,0.5,10,,
949,163,4,Failure,2025-09-18,2025-09-30,12,0.5,11,,
950,163,7,Failure,2024-09-02,2024-10-04,32,0.75,12,,
951,163,8,Failure,2025-04-28,2025-05-28,30,0.7,8,,
952,163,5,Failure,2026-04-18,2026-04-25,7,0.45,12,,
953,163,5,FalseStart,2025-11-07,,6,0.45,12,0.4,6
954,163,5,FalseStart,2025-04-06,,9,0.45,12,0.45,4
955,164,4,Failure,2025-03-15,2025-03-27,12,0.5,11,,
956,164,12,Failure,2025-02-19,2025-02-28,9,0.5,11,,
957,164,5,Failure,2026-02-09,2026-02-18,9,0.45,12,,
958,164,9,Failure,2026-04-15,2026-05-09,24,0.65,9,,
959,164,11,FalseStart,2025-02-25,,15,0.55,10,0.7,4
960,165,4,Failure,2026-06-03,2026-06-11,8,0.5,11,,
961,165,12,Failure,2024-12-08,2024-12-20,12,0.5,11,,
962,165,7,Failure,2026-03-17,2026-04-14,28,0.75,12,,
963,165,3,FalseStart,2025-05-06,,16,0.6,9,0.56,6
964,166,10,Failure,2026-03-30,2026-04-17,18,0.6,9,,
965,166,1,Failure,2025-11-25,2025-12-07,12,0.55,10,,
966,166,2,Failure,2025-05-31,2025-06-10,10,0.5,10,,
967,166,1,FalseStart,2025-06-09,,11,0.55,10,0.6,5
968,167,2,Failure,2025-04-23,2025-05-01,8,0.5,10,,
969,167,11,Failure,2024-12-03,2024-12-16,13,0.55,10,,
970,167,5,Failure,2024-10-28,2024-11-02,5,0.45,12,,
971,167,7,Failure,2025-11-02,2025-12-07,35,0.75,12,,
972,167,4,FalseStart,2026-03-17,,10,0.5,11,0.69,5
973,168,3,Failure,2025-02-07,2025-02-27,20,0.6,9,,
974,168,9,Failure,2025-09-11,2025-09-30,19,0.65,9,,
975,168,11,Failure,2026-04-02,2026-04-17,15,0.55,10,,
976,168,2,Failure,2025-09-08,2025-09-16,8,0.5,10,,
977,168,11,Failure,2025-12-07,2025-12-15,8,0.55,10,,
978,168,3,FalseStart,2026-01-18,,22,0.6,9,0.58,6
979,168,3,FalseStart,2024-12-27,,22,0.6,9,0.58,8
980,169,8,Failure,2026-05-30,2026-06-29,30,0.7,8,,
981,169,5,Failure,2025-02-23,2025-03-05,10,0.45,12,,
982,169,5,Failure,2025-12-12,2025-12-17,5,0.45,12,,
983,169,1,Failure,2025-03-15,2025-03-27,12,0.55,10,,
984,169,9,Failure,2026-04-29,2026-05-24,25,0.65,9,,
985,169,5,Failure,2025-07-21,2025-07-27,6,0.45,12,,
986,169,1,FalseStart,2026-03-20,,13,0.55,10,0.74,5
987,169,2,FalseStart,2026-05-02,,14,0.5,10,0.54,6
988,170,9,Failure,2026-03-23,2026-04-11,19,0.65,9,,
989,170,3,Failure,2025-10-23,2025-11-13,21,0.6,9,,
990,170,7,Failure,2026-04-13,2026-05-16,33,0.75,12,,
991,170,8,Failure,2025-11-09,2025-12-08,29,0.7,8,,
992,170,8,FalseStart,2025-10-03,,21,0.7,8,0.49,8
993,171,9,Failure,2026-03-06,2026-03-28,22,0.65,9,,
994,171,4,Failure,2026-06-25,2026-07-03,8,0.5,11,,
995,171,2,Failure,2026-01-06,2026-01-15,9,0.5,10,,
996,171,3,FalseStart,2024-09-14,,21,0.6,9,0.48,6
997,172,11,Failure,2025-09-16,2025-09-28,12,0.55,10,,
998,172,9,Failure,2025-11-12,2025-12-04,22,0.65,9,,
999,172,1,Failure,2025-11-29,2025-12-14,15,0.55,10,,
1000,172,2,Failure,2025-09-11,2025-09-20,9,0.5,10,,
1001,172,1,Failure,2024-07-24,2024-08-11,18,0.55,10,,
1002,172,3,Failure,2026-03-14,2026-04-04,21,0.6,9,,
1003,172,6,FalseStart,2025-09-12,,15,0.6,10,0.41,7
1004,172,4,FalseStart,2026-06-08,,9,0.5,11,0.53,8
1005,173,4,Failure,2025-12-30,2026-01-07,8,0.5,11,,
1006,174,1,Failure,2025-01-08,2025-01-19,11,0.55,10,,
1007,174,4,Failure,2025-05-11,2025-05-20,9,0.5,11,,
1008,174,12,Failure,2025-05-06,2025-05-15,9,0.5,11,,
1009,174,12,Failure,2026-05-01,2026-05-13,12,0.5,11,,
1010,174,1,Failure,2025-05-25,2025-06-06,12,0.55,10,,
1011,174,7,FalseStart,2025-09-04,,30,0.75,12,0.58,8
1012,174,8,FalseStart,2024-12-03,,34,0.7,8,0.43,4
1013,175,12,Failure,2024-11-02,2024-11-11,9,0.5,11,,
1014,175,5,Failure,2024-12-28,2025-01-05,8,0.45,12,,
1015,175,7,Failure,2026-04-13,2026-05-16,33,0.75,12,,
1016,175,9,Failure,2024-10-23,2024-11-15,23,0.65,9,,
1017,175,10,Failure,2024-07-10,2024-07-31,21,0.6,9,,
1018,175,6,Failure,2024-10-12,2024-10-28,16,0.6,10,,
1019,175,11,FalseStart,2025-04-07,,11,0.55,10,0.42,8
1020,175,8,FalseStart,2025-12-23,,25,0.7,8,0.54,5
1021,176,1,Failure,2026-05-31,2026-06-10,10,0.55,10,,
1022,176,5,Failure,2024-11-26,2024-12-05,9,0.45,12,,
1023,176,7,Failure,2024-07-12,2024-08-21,40,0.75,12,,
1024,176,12,Failure,2026-05-06,2026-05-14,8,0.5,11,,
1025,176,4,Failure,2025-11-08,2025-11-17,9,0.5,11,,
1026,176,9,FalseStart,2025-11-26,,25,0.65,9,0.46,8
1027,176,2,FalseStart,2025-09-18,,9,0.5,10,0.53,5
1028,177,1,Failure,2025-11-06,2025-11-16,10,0.55,10,,
1029,177,10,Failure,2024-10-09,2024-10-29,20,0.6,9,,
1030,177,3,Failure,2026-01-10,2026-02-03,24,0.6,9,,
1031,177,9,Failure,2025-10-19,2025-11-12,24,0.65,9,,
1032,177,1,Failure,2025-10-18,2025-11-02,15,0.55,10,,
1033,177,6,Failure,2026-02-09,2026-02-24,15,0.6,10,,
1034,177,8,Failure,2024-08-24,2024-09-17,24,0.7,8,,
1035,177,6,FalseStart,2024-08-10,,19,0.6,10,0.53,8
1036,177,1,FalseStart,2025-02-22,,16,0.55,10,0.63,6
1037,178,3,Failure,2024-11-02,2024-11-21,19,0.6,9,,
1038,178,3,Failure,2024-09-07,2024-09-23,16,0.6,9,,
1039,178,7,Failure,2025-06-18,2025-07-25,37,0.75,12,,
1040,178,2,FalseStart,2025-10-05,,9,0.5,10,0.52,5
1041,179,9,Failure,2025-01-29,2025-02-17,19,0.65,9,,
1042,179,2,Failure,2025-11-02,2025-11-15,13,0.5,10,,
1043,179,9,Failure,2025-05-15,2025-06-13,29,0.65,9,,
1044,179,1,Failure,2025-07-07,2025-07-24,17,0.55,10,,
1045,179,1,FalseStart,2025-04-02,,11,0.55,10,0.68,4
1046,180,7,Failure,2025-01-10,2025-02-07,28,0.75,12,,
1047,180,10,Failure,2025-02-09,2025-03-01,20,0.6,9,,
1048,180,11,Failure,2024-11-20,2024-12-01,11,0.55,10,,
1049,180,5,Failure,2024-10-04,2024-10-12,8,0.45,12,,
1050,180,9,Failure,2025-06-10,2025-07-08,28,0.65,9,,
1051,180,2,Failure,2025-12-23,2026-01-06,14,0.5,10,,
1052,180,1,Failure,2025-05-07,2025-05-21,14,0.55,10,,
1053,180,11,FalseStart,2024-10-04,,14,0.55,10,0.54,8
1054,180,10,FalseStart,2025-03-26,,21,0.6,9,0.42,7
1055,181,4,Failure,2025-12-02,2025-12-12,10,0.5,11,,
1056,181,1,Failure,2025-05-19,2025-05-29,10,0.55,10,,
1057,181,4,Failure,2025-08-22,2025-09-02,11,0.5,11,,
1058,181,11,Failure,2025-07-21,2025-08-02,12,0.55,10,,
1059,181,1,Failure,2025-06-17,2025-06-27,10,0.55,10,,
1060,181,7,Failure,2024-10-11,2024-11-17,37,0.75,12,,
1061,181,3,FalseStart,2025-05-09,,14,0.6,9,0.4,5
1062,181,1,FalseStart,2026-03-09,,10,0.55,10,0.68,4
1063,182,1,Failure,2025-12-17,2025-12-27,10,0.55,10,,
1064,182,6,Failure,2025-05-16,2025-05-28,12,0.6,10,,
1065,182,5,Failure,2026-06-10,2026-06-18,8,0.45,12,,
1066,182,9,Failure,2026-01-11,2026-02-08,28,0.65,9,,
1067,182,1,FalseStart,2026-01-15,,16,0.55,10,0.66,7
1068,183,9,Failure,2024-12-01,2024-12-31,30,0.65,9,,
1069,183,8,Failure,2026-01-06,2026-02-09,34,0.7,8,,
1070,183,11,Failure,2026-04-01,2026-04-09,8,0.55,10,,
1071,183,6,Failure,2024-08-28,2024-09-15,18,0.6,10,,
1072,183,7,Failure,2025-07-28,2025-08-26,29,0.75,12,,
1073,183,1,Failure,2026-02-05,2026-02-17,12,0.55,10,,
1074,183,3,FalseStart,2026-04-18,,21,0.6,9,0.44,6
1075,183,9,FalseStart,2025-02-23,,24,0.65,9,0.4,7
1076,184,9,Failure,2024-09-29,2024-10-21,22,0.65,9,,
1077,184,4,Failure,2024-09-09,2024-09-23,14,0.5,11,,
1078,184,7,Failure,2024-08-12,2024-09-08,27,0.75,12,,
1079,184,5,Failure,2025-06-20,2025-06-26,6,0.45,12,,
1080,184,2,Failure,2025-10-25,2025-11-08,14,0.5,10,,
1081,184,2,Failure,2024-11-14,2024-11-29,15,0.5,10,,
1082,184,3,Failure,2025-12-04,2025-12-28,24,0.6,9,,
1083,184,1,FalseStart,2025-12-17,,15,0.55,10,0.53,7
1084,184,6,FalseStart,2024-07-27,,12,0.6,10,0.61,8
1085,185,3,Failure,2026-06-05,2026-06-26,21,0.6,9,,
1086,186,7,Failure,2026-05-12,2026-06-17,36,0.75,12,,
1087,186,12,Failure,2026-05-08,2026-05-17,9,0.5,11,,
1088,186,1,Failure,2025-02-08,2025-02-19,11,0.55,10,,
1089,186,12,Failure,2026-05-14,2026-05-19,5,0.5,11,,
1090,186,3,Failure,2024-11-07,2024-11-24,17,0.6,9,,
1091,186,9,Failure,2026-01-21,2026-02-12,22,0.65,9,,
1092,186,1,FalseStart,2026-02-22,,14,0.55,10,0.74,7
1093,186,2,FalseStart,2025-12-11,,13,0.5,10,0.67,6
1094,187,7,Failure,2026-04-05,2026-05-10,35,0.75,12,,
1095,187,7,Failure,2025-07-31,2025-08-29,29,0.75,12,,
1096,187,12,Failure,2025-06-19,2025-06-27,8,0.5,11,,
1097,187,3,Failure,2025-04-10,2025-04-25,15,0.6,9,,
1098,187,11,FalseStart,2026-05-15,,14,0.55,10,0.7,6
1099,188,1,Failure,2024-08-22,2024-09-01,10,0.55,10,,
1100,188,4,Failure,2024-08-26,2024-09-09,14,0.5,11,,
1101,188,11,Failure,2026-05-31,2026-06-15,15,0.55,10,,
1102,188,2,Failure,2026-06-19,2026-07-02,13,0.5,10,,
1103,188,5,Failure,2026-04-24,2026-04-29,5,0.45,12,,
1104,188,12,FalseStart,2025-08-26,,11,0.5,11,0.65,7
1105,188,11,FalseStart,2026-06-04,,10,0.55,10,0.56,8
1106,189,2,Failure,2025-03-16,2025-03-30,14,0.5,10,,
1107,189,9,Failure,2025-02-20,2025-03-12,20,0.65,9,,
1108,189,12,Failure,2026-06-01,2026-06-08,7,0.5,11,,
1109,189,9,Failure,2026-03-24,2026-04-21,28,0.65,9,,
1110,189,2,Failure,2026-03-29,2026-04-10,12,0.5,10,,
1111,189,2,Failure,2025-06-21,2025-06-30,9,0.5,10,,
1112,189,7,FalseStart,2024-09-01,,36,0.75,12,0.63,8
1113,189,11,FalseStart,2024-09-21,,15,0.55,10,0.61,7
1114,190,1,Failure,2026-06-01,2026-06-13,12,0.55,10,,
1115,190,4,Failure,2024-09-17,2024-09-24,7,0.5,11,,
1116,190,7,Failure,2026-01-29,2026-03-05,35,0.75,12,,
1117,190,12,Failure,2024-10-18,2024-10-26,8,0.5,11,,
1118,190,9,FalseStart,2025-10-23,,21,0.65,9,0.56,4
1119,191,11,Failure,2026-02-12,2026-02-20,8,0.55,10,,
1120,191,4,Failure,2024-09-13,2024-09-24,11,0.5,11,,
1121,191,8,Failure,2026-02-18,2026-03-13,23,0.7,8,,
1122,191,3,Failure,2024-11-13,2024-12-03,20,0.6,9,,
1123,191,1,Failure,2025-09-15,2025-10-03,18,0.55,10,,
1124,191,4,FalseStart,2026-06-08,,7,0.5,11,0.52,5
1125,191,7,FalseStart,2024-07-22,,34,0.75,12,0.48,8
1126,192,11,Failure,2025-07-04,2025-07-16,12,0.55,10,,
1127,192,6,Failure,2026-04-09,2026-04-27,18,0.6,10,,
1128,192,3,Failure,2025-07-23,2025-08-14,22,0.6,9,,
1129,192,1,Failure,2025-05-09,2025-05-24,15,0.55,10,,
1130,192,12,FalseStart,2025-08-11,,7,0.5,11,0.7,4
1131,193,3,Failure,2026-01-07,2026-01-22,15,0.6,9,,
1132,193,9,Failure,2026-02-09,2026-03-01,20,0.65,9,,
1133,193,1,Failure,2026-03-20,2026-04-06,17,0.55,10,,
1134,193,5,Failure,2025-05-25,2025-06-02,8,0.45,12,,
1135,193,6,FalseStart,2025-10-01,,14,0.6,10,0.42,7
1136,194,8,Failure,2025-03-31,2025-04-20,20,0.7,8,,
1137,194,1,Failure,2025-05-14,2025-05-26,12,0.55,10,,
1138,194,5,Failure,2025-06-01,2025-06-09,8,0.45,12,,
1139,194,10,Failure,2025-02-08,2025-03-03,23,0.6,9,,
1140,194,10,Failure,2025-07-10,2025-07-29,19,0.6,9,,
1141,194,1,Failure,2025-11-14,2025-11-25,11,0.55,10,,
1142,194,1,FalseStart,2025-12-29,,12,0.55,10,0.48,8
1143,194,1,FalseStart,2025-11-28,,12,0.55,10,0.42,7
1144,195,5,Failure,2024-08-18,2024-08-25,7,0.45,12,,
1145,195,7,Failure,2025-10-30,2025-11-24,25,0.75,12,,
1146,195,8,Failure,2025-06-10,2025-07-03,23,0.7,8,,
1147,195,8,Failure,2025-06-11,2025-07-14,33,0.7,8,,
1148,195,8,Failure,2025-09-05,2025-09-29,24,0.7,8,,
1149,195,6,FalseStart,2026-06-12,,14,0.6,10,0.7,6
1150,195,4,FalseStart,2025-01-18,,13,0.5,11,0.53,4
1151,196,1,Failure,2025-01-03,2025-01-20,17,0.55,10,,
1152,196,5,Failure,2025-10-09,2025-10-14,5,0.45,12,,
1153,196,7,Failure,2025-08-06,2025-09-09,34,0.75,12,,
1154,196,3,FalseStart,2024-11-29,,17,0.6,9,0.41,5
1155,197,5,Failure,2026-01-21,2026-01-28,7,0.45,12,,
1156,197,11,Failure,2025-05-18,2025-05-31,13,0.55,10,,
1157,197,9,Failure,2025-09-22,2025-10-18,26,0.65,9,,
1158,197,1,Failure,2025-07-08,2025-07-18,10,0.55,10,,
1159,197,7,Failure,2025-03-15,2025-04-10,26,0.75,12,,
1160,197,8,FalseStart,2025-01-31,,27,0.7,8,0.51,5
1161,197,3,FalseStart,2024-10-25,,22,0.6,9,0.74,5
1162,198,1,Failure,2026-06-18,2026-07-03,15,0.55,10,,
1163,198,11,Failure,2025-07-05,2025-07-14,9,0.55,10,,
1164,198,3,Failure,2025-04-10,2025-04-24,14,0.6,9,,
1165,198,10,FalseStart,2025-10-07,,20,0.6,9,0.7,4
1166,199,5,Failure,2026-05-13,2026-05-22,9,0.45,12,,
1167,199,3,Failure,2026-01-07,2026-01-26,19,0.6,9,,
1168,199,3,Failure,2025-10-04,2025-10-20,16,0.6,9,,
1169,199,1,Failure,2025-10-02,2025-10-16,14,0.55,10,,
1170,199,9,FalseStart,2025-04-05,,21,0.65,9,0.6,4
1171,200,4,Failure,2025-10-11,2025-10-21,10,0.5,11,,
1172,200,11,Failure,2025-02-22,2025-03-09,15,0.55,10,,
1173,200,12,Failure,2025-11-14,2025-11-20,6,0.5,11,,
1174,200,10,Failure,2026-01-26,2026-02-13,18,0.6,9,,
1175,200,12,Failure,2025-09-08,2025-09-18,10,0.5,11,,
1176,200,10,FalseStart,2026-04-15,,23,0.6,9,0.44,7
1177,200,10,FalseStart,2025-03-06,,21,0.6,9,0.74,5
1178,201,5,Failure,2025-02-07,2025-02-16,9,0.45,12,,
1179,201,12,Failure,2024-11-15,2024-11-23,8,0.5,11,,
1180,201,5,Failure,2026-03-21,2026-03-28,7,0.45,12,,
1181,201,9,FalseStart,2026-04-26,,24,0.65,9,0.44,4
1182,202,2,Failure,2026-04-28,2026-05-10,12,0.5,10,,
1183,202,11,Failure,2026-02-28,2026-03-10,10,0.55,10,,
1184,202,3,Failure,2025-08-22,2025-09-07,16,0.6,9,,
1185,202,6,Failure,2026-04-17,2026-04-27,10,0.6,10,,
1186,202,10,FalseStart,2026-05-17,,25,0.6,9,0.71,7
1187,203,2,Failure,2025-03-08,2025-03-23,15,0.5,10,,
1188,203,3,Failure,2024-09-25,2024-10-12,17,0.6,9,,
1189,203,5,Failure,2025-11-26,2025-12-04,8,0.45,12,,
1190,203,5,Failure,2025-05-22,2025-05-28,6,0.45,12,,
1191,203,3,Failure,2025-02-12,2025-03-02,18,0.6,9,,
1192,203,10,Failure,2025-06-04,2025-06-23,19,0.6,9,,
1193,203,7,FalseStart,2026-03-04,,27,0.75,12,0.75,8
1194,203,7,FalseStart,2024-10-19,,27,0.75,12,0.53,7
1195,204,2,Failure,2025-07-31,2025-08-09,9,0.5,10,,
1196,204,5,Failure,2024-09-03,2024-09-11,8,0.45,12,,
1197,204,11,Failure,2026-02-12,2026-02-21,9,0.55,10,,
1198,204,7,Failure,2026-06-05,2026-07-04,29,0.75,12,,
1199,204,5,Failure,2024-11-26,2024-12-01,5,0.45,12,,
1200,204,1,FalseStart,2024-10-27,,11,0.55,10,0.63,5
1201,204,1,FalseStart,2025-10-06,,11,0.55,10,0.61,8
1202,205,9,Failure,2026-02-27,2026-03-26,27,0.65,9,,
1203,205,11,Failure,2024-08-01,2024-08-09,8,0.55,10,,
1204,205,2,Failure,2024-10-15,2024-10-29,14,0.5,10,,
1205,205,10,Failure,2026-03-06,2026-03-23,17,0.6,9,,
1206,205,1,Failure,2024-08-25,2024-09-06,12,0.55,10,,
1207,205,2,Failure,2025-08-31,2025-09-13,13,0.5,10,,
1208,205,10,FalseStart,2025-02-02,,23,0.6,9,0.47,5
1209,205,1,FalseStart,2025-08-22,,10,0.55,10,0.43,5
1210,206,4,Failure,2025-03-18,2025-03-30,12,0.5,11,,
1211,206,2,Failure,2026-01-01,2026-01-12,11,0.5,10,,
1212,206,3,Failure,2026-02-04,2026-02-27,23,0.6,9,,
1213,206,3,Failure,2025-03-30,2025-04-16,17,0.6,9,,
1214,206,8,Failure,2026-01-23,2026-02-18,26,0.7,8,,
1215,206,4,Failure,2025-03-29,2025-04-05,7,0.5,11,,
1216,206,9,FalseStart,2024-11-01,,18,0.65,9,0.51,4
1217,206,7,FalseStart,2024-10-18,,32,0.75,12,0.48,5
1218,207,2,Failure,2025-04-14,2025-04-29,15,0.5,10,,
1219,207,2,Failure,2026-04-13,2026-04-21,8,0.5,10,,
1220,207,9,Failure,2026-03-19,2026-04-08,20,0.65,9,,
